organisation,family,source_code,description,uom,quantity,unit_price,manufacturer,mfr_part_no,stock_on_hand,last_issue_date,truth_identity
BPCL,bearing_ball,BPCL-000153,BRG DGB 6309 BORE 45MM  UNSEALED  STD CLEARANCE,EA,10.0,684.38,,,800.0,2023-07-23,BE00166
BPCL,bearing_ball,BPCL-000154,BRG DGB 6212 BORE 60MM  OPEN  NORMAL CLEARANCE,DOZ,10.0,10320.5,,,0.0,,BE00167
BPCL,bearing_ball,BPCL-000155,BRG DGB 6212 BORE 60MM  STD CLEARANCE  PRESSED STEEL,BOX-50,10.0,66727.27,,,0.0,,BE00167
BPCL,bearing_ball,BPCL-000156,BRG DGB 6212 BORE 60MM  OPEN  C3,EA,25.0,1192.77,AXL,BB60-62-OPEN-C3,150.0,2026-02-17,BE00168
BPCL,bearing_ball,BPCL-000157,BRG DGB 6212 BORE 60MM  UNSEALED  C-3  PRESSED STEEL,DOZ,1.0,15064.89,,,0.0,,BE00168
BPCL,bearing_ball,BPCL-000158,BRG DGB 6207 BORE 35MM  DOUBLE SHIELDED,DOZ,1.0,13050.34,BRG,BB35-62-ZZ-C4,0.0,,BE00169
BPCL,bearing_ball,BPCL-000159,BRG DGB 6207 BORE 35MM  Z-Z  C-4  MACHINED BRASS,BOX-50,25.0,39886.05,BRG,BB35-62-ZZ-C4,16.0,2023-02-05,BE00169
BPCL,bearing_ball,BPCL-000160,BRG DGB 6307 BORE 35MM  ZZ  C4  BRASS CAGE,EA,10.0,697.88,,,0.0,,BE00170
BPCL,bearing_ball,BPCL-000161,BRG DGB 6307 BORE 35MM  DOUBLE SHIELDED  C-4,EA,1.0,747.63,,,400.0,2022-05-31,BE00170
BPCL,bearing_ball,BPCL-000162,BRG DGB 6006 BORE 30MM  ZZ  C4,BOX-50,25.0,30169.7,BRG,BB30-60-ZZ-C4,6.0,2025-11-03,BE00171
BPCL,bearing_ball,BPCL-000163,BRG DGB 6308 BORE 40MM  ZZ SHIELDED  NORMAL CLEARANCE,DOZ,1.0,6562.87,RVN,BB40-63-ZZ-CN,6.67,2025-09-10,BE00174
BPCL,bearing_ball,BPCL-000164,BRG DGB 6202 BORE 15MM  DOUBLE SEALED,DOZ,1.0,3680.19,,,0.0,,BE00175
BPCL,bearing_ball,BPCL-000165,BRG DGB 6301 BORE 12MM  OPEN  CN  POLYAMIDE,EA,1.0,353.18,AXL,BB12-63-OPEN-CN,300.0,2025-09-15,BE00176
BPCL,bearing_ball,BPCL-000166,BRG DGB 6012 BORE 60MM  METAL SHIELDED  MACHINED BRASS,DOZ,1.0,11031.74,,,50.0,2026-02-26,BE00177
BPCL,bearing_ball,BPCL-000167,BRG DGB 6305 BORE 25MM  UNSEALED  CN  MACHINED BRASS,DOZ,1.0,8324.29,,,0.0,,BE00178
BPCL,bearing_ball,BPCL-000168,BRG DGB 6007 BORE 35MM  2RS  C3  MACHINED BRASS,EA,1.0,910.7,,,0.0,,BE00180
BPCL,bearing_ball,BPCL-000169,BRG DGB 6000 BORE 10MM  2Z  NORMAL CLEARANCE  BRASS CAGE,EA,1.0,613.06,AXL,BB10-60-ZZ-CN,0.0,,BE00182
BPCL,bearing_ball,BPCL-000170,BRG DGB 6009 BORE 45MM  2Z  C-4,DOZ,25.0,9323.54,AXL,BB45-60-ZZ-C4,25.0,2025-10-05,BE00183
BPCL,bearing_ball,BPCL-000171,BRG DGB 6207 BORE 35MM  SEALED-2  NORMAL CLEARANCE,EA,25.0,499.22,TSK,BB35-62-2RS-CN,0.0,,BE00184
BPCL,bearing_ball,BPCL-000172,BRG DGB 6207 BORE 35MM  2RS,DOZ,10.0,10884.4,,,12.5,2026-02-20,BE00184
BPCL,bearing_ball,BPCL-000173,BRG DGB 6310 BORE 50MM  UNSEALED  C-3  PA66,BOX-50,1.0,54776.57,,,0.0,,BE00185
BPCL,bearing_ball,BPCL-000174,BRG DGB 6203 BORE 17MM  NO SEAL  BRASS CAGE,DOZ,10.0,6295.73,BRG,BB17-62-OPEN-C4,0.0,,BE00186
BPCL,bearing_ball,BPCL-000175,BRG DGB 6300 BORE 10MM  OPEN  C4  STEEL CAGE,EA,25.0,189.71,,,0.0,,BE00189
BPCL,bearing_ball,BPCL-000176,BRG DGB 6002 BORE 15MM  NO SEAL  CLR C3,EA,1.0,501.17,TSK,BB15-60-OPEN-C3,2000.0,2022-06-05,BE00190
BPCL,bearing_ball,BPCL-000177,BRG DGB 6200 BORE 10MM  NO SEAL  C-4,EA,10.0,283.91,RVN,BB10-62-OPEN-C4,0.0,,BE00192
BPCL,bearing_ball,BPCL-000178,BRG DGB 6200 BORE 10MM  UNSEALED  POLYAMIDE,EA,10.0,321.02,,,300.0,2025-08-27,BE00192
BPCL,bearing_ball,BPCL-000179,BRG DGB 6009 BORE 45MM  RUBBER SEALED,DOZ,10.0,9930.06,RVN,BB45-60-2RS-C4,291.67,2023-08-19,BE00193
BPCL,bearing_ball,BPCL-000180,BRG DGB 6200 BORE 10MM  NO SEAL  C3 CLR  PA66,EA,1.0,241.74,RVN,BB10-62-OPEN-C3,300.0,2026-01-14,BE00195
BPCL,bearing_ball,BPCL-000181,BRG DGB 6200 BORE 10MM  OPEN  C3  PA66,DOZ,5.0,3526.17,RVN,BB10-62-OPEN-C3,12.5,2025-09-26,BE00195
BPCL,bearing_ball,BPCL-000182,BRG DGB 6210 BORE 50MM  DOUBLE SEALED  C-4  NYLON,EA,1.0,1078.0,AXL,BB50-62-2RS-C4,800.0,2021-06-10,BE00196
BPCL,bearing_ball,BPCL-000183,BRG DGB 6303 BORE 17MM  UNSEALED  C-4,BOX-50,1.0,13243.07,,,0.0,,BE00198
BPCL,bearing_ball,BPCL-000184,BRG DGB 6206 BORE 30MM  2RS1  C3 CLR  PA66,EA,1.0,509.37,,,0.0,,BE00205
BPCL,bearing_ball,BPCL-000185,BRG DGB 6206 BORE 30MM  RUBBER SEALED  C3,EA,10.0,533.19,RVN,BB30-62-2RS-C3,0.0,,BE00205
BPCL,bearing_ball,BPCL-000186,BRG DGB 6207 BORE 35MM  NORMAL CLEARANCE,EA,5.0,779.4,,,0.0,,BE00207
BPCL,bearing_ball,BPCL-000187,BRG DGB 6009 BORE 45MM  ZZ  NORMAL CLEARANCE,BOX-50,1.0,41010.96,,,0.0,,BE00210
BPCL,bearing_ball,BPCL-000188,BRG DGB 6009 BORE 45MM  2Z  NORMAL CLEARANCE  PRESSED STEEL,EA,5.0,778.06,TSK,BB45-60-ZZ-CN,0.0,,BE00210
BPCL,bearing_ball,BPCL-000189,BRG DGB 6212 BORE 60MM  CN,DOZ,1.0,15528.69,,,3.33,2026-01-18,BE00214
BPCL,bearing_ball,BPCL-000190,BRG DGB 6212 BORE 60MM  DOUBLE SEALED  PRESSED STEEL,EA,25.0,869.5,AXL,BB60-62-2RS-CN,0.0,,BE00214
BPCL,bearing_ball,BPCL-000191,BRG DGB 6008 BORE 40MM  SHLD  C-4,EA,1.0,933.89,,,0.0,,BE00215
BPCL,bearing_ball,BPCL-000192,BRG DGB 6312 BORE 60MM  2RS1  C3,EA,25.0,800.81,RVN,BB60-63-2RS-C3,0.0,,BE00217
BPCL,bearing_ball,BPCL-000193,BRG DGB 6005 BORE 25MM  OPEN  STD CLEARANCE,DOZ,1.0,6092.29,RVN,BB25-60-OPEN-CN,50.0,2025-10-18,BE00218
BPCL,bearing_ball,BPCL-000194,BRG DGB 6210 BORE 50MM  NO SEAL  PRESSED STEEL,EA,1.0,946.19,,,0.0,,BE00223
BPCL,bearing_ball,BPCL-000195,BRG DGB 6210 BORE 50MM  OPEN  NORMAL CLEARANCE  STEEL CAGE,EA,1.0,1080.95,RVN,BB50-62-OPEN-CN,0.0,,BE00223
BPCL,bearing_ball,BPCL-000196,BRG DGB 6210 BORE 50MM  UNSEALED,BOX-50,1.0,56001.02,RVN,BB50-62-OPEN-CN,0.0,,BE00223
BPCL,bearing_ball,BPCL-000197,BRG DGB 6212 BORE 60MM  METAL SHIELDED  NORMAL CLEARANCE  BRASS CAGE,EA,1.0,1133.52,AXL,BB60-62-ZZ-CN,80.0,2026-03-03,BE00225
BPCL,bearing_ball,BPCL-000198,BRG DGB 6008 BORE 40MM  2RS  CLR C4  POLYAMIDE,DOZ,1.0,9816.03,RVN,BB40-60-2RS-C4,6.67,2025-11-29,BE00228
BPCL,bearing_ball,BPCL-000199,BRG DGB 6008 BORE 40MM  2RS1  POLYAMIDE,EA,10.0,825.54,,,600.0,2025-12-02,BE00228
BPCL,bearing_ball,BPCL-000200,BRG DGB 6008 BORE 40MM  2RS1,EA,5.0,874.38,RVN,BB40-60-2RS-C4,80.0,2025-08-18,BE00228
BPCL,bearing_ball,BPCL-000201,BRG DGB 6308 BORE 40MM  SEALED-2  STD CLEARANCE  PRESSED STEEL,BOX-50,10.0,34466.46,RVN,BB40-63-2RS-CN,1.6,2025-08-10,BE00229
BPCL,bearing_ball,BPCL-000202,BRG DGB 6308 BORE 40MM  2RS  NORMAL CLEARANCE  STL CAGE,EA,5.0,807.69,,,0.0,,BE00229
BPCL,bearing_ball,BPCL-000203,BRG DGB 6202 BORE 15MM  2Z  MACHINED BRASS,EA,1.0,590.88,,,600.0,2025-11-20,BE00230
BPCL,bearing_ball,BPCL-000204,BRG DGB 6202 BORE 15MM  2Z  STD CLEARANCE  MACHINED BRASS,EA,10.0,426.73,AXL,BB15-62-ZZ-CN,1200.0,2023-04-21,BE00230
BPCL,bearing_ball,BPCL-000205,BRG DGB 6309 BORE 45MM  NO SEAL  C-4,BOX-50,1.0,48024.09,RVN,BB45-63-OPEN-C4,0.0,,BE00232
BPCL,bearing_ball,BPCL-000206,BRG DGB 6308 BORE 40MM  DOUBLE SEALED  C3,EA,1.0,792.02,,,0.0,,BE00234
BPCL,bearing_ball,BPCL-000207,BRG DGB 6010 BORE 50MM,EA,10.0,908.13,,,1200.0,2023-04-21,BE00235
BPCL,bearing_ball,BPCL-000208,BRG DGB 6004 BORE 20MM,DOZ,1.0,4360.78,BRG,BB20-60-ZZ-C4,6.67,2026-01-19,BE00237
BPCL,bearing_ball,BPCL-000209,BRG DGB 6305 BORE 25MM  DOUBLE SHIELDED  PRESSED STEEL,DOZ,5.0,5600.97,RVN,BB25-63-ZZ-CN,25.0,2025-11-18,BE00239
BPCL,bearing_ball,BPCL-000210,BRG DGB 6007 BORE 35MM  OPEN  POLYAMIDE,EA,1.0,704.23,,,0.0,,BE00241
BPCL,bearing_ball,BPCL-000211,BRG DGB 6206 BORE 30MM  ZZ SHIELDED  C4  BRASS CAGE,BOX-50,1.0,51760.85,TSK,BB30-62-ZZ-C4,3.0,2026-03-26,BE00242
BPCL,bearing_ball,BPCL-000212,BRG DGB 6208 BORE 40MM  ZZ  NORMAL CLEARANCE  MACHINED BRASS,BOX-50,10.0,51768.24,RVN,BB40-62-ZZ-CN,24.0,2023-01-23,BE00243
BPCL,bearing_ball,BPCL-000213,BRG DGB 6301 BORE 12MM  2Z  STD CLEARANCE  NYLON,EA,1.0,366.77,TSK,BB12-63-ZZ-CN,40.0,2026-02-08,BE00246
BPCL,bearing_ball,BPCL-000214,BRG DGB 6301 BORE 12MM  DOUBLE SHIELDED,EA,1.0,205.45,TSK,BB12-63-ZZ-CN,150.0,2025-12-07,BE00246
BPCL,bearing_ball,BPCL-000215,BRG DGB 6301 BORE 12MM  DOUBLE SHIELDED  PA66,EA,10.0,214.38,TSK,BB12-63-ZZ-CN,300.0,2025-10-31,BE00246
BPCL,bearing_ball,BPCL-000216,BRG DGB 6001 BORE 12MM  Z-Z  CLR C3  MACHINED BRASS,EA,5.0,596.31,BRG,BB12-60-ZZ-C3,2000.0,2023-02-13,BE00247
BPCL,bearing_ball,BPCL-000217,BRG DGB 6205 BORE 25MM  2Z  C4  STEEL CAGE,EA,5.0,625.6,AXL,BB25-62-ZZ-C4,150.0,2026-03-09,BE00249
BPCL,bearing_ball,BPCL-000218,BRG DGB 6205 BORE 25MM  DOUBLE SHIELDED  C-4  STEEL CAGE,EA,1.0,501.92,,,0.0,,BE00249
BPCL,bearing_ball,BPCL-000219,BRG DGB 6306 BORE 30MM  2Z  C-4  POLYAMIDE,EA,10.0,577.7,,,800.0,2023-05-03,BE00250
BPCL,bearing_ball,BPCL-000220,BRG DGB 6206 BORE 30MM  DOUBLE SEALED  STEEL CAGE,EA,5.0,480.24,AXL,BB30-62-2RS-C4,300.0,2025-10-28,BE00251
BPCL,bearing_ball,BPCL-000221,BRG DGB 6205 BORE 25MM  ZZ SHIELDED  CN  NYLON,EA,25.0,494.0,BRG,BB25-62-ZZ-CN,0.0,,BE00253
BPCL,bearing_ball,BPCL-000222,BRG DGB 6205 BORE 25MM  METAL SHIELDED  CN,EA,10.0,619.63,,,40.0,2026-01-30,BE00253
BPCL,bearing_ball,BPCL-000223,BRG DGB 6310 BORE 50MM  NORMAL CLEARANCE  STEEL CAGE,EA,1.0,845.52,,,1200.0,2023-04-21,BE00254
BPCL,bearing_ball,BPCL-000224,BRG DGB 6312 BORE 60MM  NO SEAL  C-4,DOZ,1.0,11811.58,BRG,BB60-63-OPEN-C4,0.0,,BE00256
BPCL,bearing_ball,BPCL-000225,BRG DGB 6309 BORE 45MM  DOUBLE SEALED  PA66,BOX-50,1.0,43598.08,AXL,BB45-63-2RS-C3,8.0,2023-02-21,BE00258
BPCL,bearing_ball,BPCL-000226,BRG DGB 6202 BORE 15MM  Z-Z  CLR C4  BRASS CAGE,BOX-50,1.0,26710.68,AXL,BB15-62-ZZ-C4,0.0,,BE00259
BPCL,bearing_ball,BPCL-000227,BRG DGB 6202 BORE 15MM  METAL SHIELDED  C4  MACHINED BRASS,EA,1.0,409.72,,,80.0,2025-12-07,BE00259
BPCL,bearing_ball,BPCL-000228,BRG DGB 6207 BORE 35MM  NO SEAL,EA,25.0,694.08,BRG,BB35-62-OPEN-C3,3500.0,2023-05-05,BE00260
BPCL,bearing_ball,BPCL-000229,BRG DGB 6207 BORE 35MM  UNSEALED  C-3  BRASS CAGE,EA,1.0,1038.97,,,80.0,2026-01-14,BE00260
BPCL,bearing_ball,BPCL-000230,BRG DGB 6005 BORE 25MM  UNSEALED  CLR C4,EA,5.0,676.18,,,0.0,,BE00261
BPCL,bearing_ball,BPCL-000231,BRG DGB 6012 BORE 60MM  METAL SHIELDED  CN,EA,10.0,1085.17,,,80.0,2026-01-18,BE00263
BPCL,bearing_ball,BPCL-000232,BRG DGB 6012 BORE 60MM  Z-Z  NORMAL CLEARANCE,DOZ,1.0,10620.88,,,3.33,2025-09-20,BE00263
BPCL,bearing_ball,BPCL-000233,BRG DGB 6012 BORE 60MM  2Z  NORMAL CLEARANCE  POLYAMIDE,EA,25.0,1210.62,TSK,BB60-60-ZZ-CN,80.0,2026-01-14,BE00263
BPCL,bearing_ball,BPCL-000234,BRG DGB 6300 BORE 10MM  METAL SHIELDED  CN  PA66,BOX-50,25.0,14496.5,TSK,BB10-63-ZZ-CN,1.6,2026-01-28,BE00264
BPCL,bearing_ball,BPCL-000235,BRG DGB 6002 BORE 15MM  ZZ,DOZ,1.0,3865.95,TSK,BB15-60-ZZ-C4,66.67,2021-08-12,BE00265
BPCL,bearing_ball,BPCL-000236,BRG DGB 6002 BORE 15MM  ZZ SHIELDED  C-4  PRESSED STEEL,BOX-50,1.0,13119.65,,,3.0,2026-01-18,BE00265
BPCL,bearing_ball,BPCL-000237,BRG DGB 6005 BORE 25MM  2RS1  C4  BRASS CAGE,EA,10.0,804.28,TSK,BB25-60-2RS-C4,2000.0,2021-10-05,BE00266
BPCL,bearing_ball,BPCL-000238,BRG DGB 6005 BORE 25MM  RS2  C-4  BRASS CAGE,EA,1.0,874.86,TSK,BB25-60-2RS-C4,0.0,,BE00266
BPCL,bearing_ball,BPCL-000239,BRG DGB 6005 BORE 25MM  SEALED-2  C4,EA,25.0,953.23,,,150.0,2025-08-29,BE00266
BPCL,bearing_ball,BPCL-000240,BRG DGB 6312 BORE 60MM  ZZ  C3  PRESSED STEEL,BOX-50,1.0,55893.73,,,6.0,2025-10-23,BE00267
BPCL,bearing_ball,BPCL-000241,BRG DGB 6312 BORE 60MM  2Z  C-3  STL CAGE,EA,25.0,986.13,,,1200.0,2022-01-21,BE00267
BPCL,bearing_ball,BPCL-000242,BRG DGB 6200 BORE 10MM  METAL SHIELDED,EA,10.0,409.52,TSK,BB10-62-ZZ-C3,0.0,,BE00269
BPCL,bearing_ball,BPCL-000243,BRG DGB 6307 BORE 35MM  NO SEAL  C4  PA66,EA,1.0,607.01,RVN,BB35-63-OPEN-C4,80.0,2026-02-02,BE00271
BPCL,bearing_ball,BPCL-000244,BRG DGB 6307 BORE 35MM  NO SEAL  PA66,DOZ,1.0,9858.84,RVN,BB35-63-OPEN-C4,6.67,2025-12-16,BE00271
BPCL,bearing_ball,BPCL-000245,BRG DGB 6208 BORE 40MM  RUBBER SEALED  STD CLEARANCE  MACHINED BRASS,EA,1.0,1188.34,BRG,BB40-62-2RS-CN,600.0,2025-09-04,BE00272
BPCL,bearing_ball,BPCL-000246,BRG DGB 6309 BORE 45MM  2RS1  CN  PRESSED STEEL,DOZ,1.0,12536.43,AXL,BB45-63-2RS-CN,6.67,2025-09-05,BE00273
BPCL,bearing_ball,BPCL-000247,BRG DGB 6202 BORE 15MM  RUBBER SEALED  C4  BRASS CAGE,EA,5.0,456.72,,,0.0,,BE00274
BPCL,bearing_ball,BPCL-000248,BRG DGB 6204 BORE 20MM  DOUBLE SHIELDED  C-3,EA,5.0,291.55,RVN,BB20-62-ZZ-C3,600.0,2025-10-31,BE00280
BPCL,bearing_ball,BPCL-000249,BRG DGB 6204 BORE 20MM  NO SEAL  BRASS CAGE,DOZ,1.0,6342.93,AXL,BB20-62-OPEN-C4,3.33,2025-10-16,BE00282
BPCL,bearing_ball,BPCL-000250,BRG DGB 6303 BORE 17MM  METAL SHIELDED  NORMAL CLEARANCE,EA,1.0,373.73,,,2000.0,2023-02-27,BE00283
BPCL,bearing_ball,BPCL-000251,BRG DGB 6005 BORE 25MM  2RS,DOZ,1.0,9052.92,AXL,BB25-60-2RS-C3,0.0,,BE00285
BPCL,bearing_ball,BPCL-000252,BRG DGB 6002 BORE 15MM  2RS  C4,DOZ,1.0,4871.43,TSK,BB15-60-2RS-C4,0.0,,BE00288
BPCL,bearing_ball,BPCL-000253,BRG DGB 6208 BORE 40MM  NO SEAL  NORMAL CLEARANCE,DOZ,5.0,10225.16,RVN,BB40-62-OPEN-CN,50.0,2025-08-16,BE00289
BPCL,bearing_ball,BPCL-000254,BRG DGB 6009 BORE 45MM  OPEN,EA,1.0,888.14,AXL,BB45-60-OPEN-C3,150.0,2025-08-27,BE00290
BPCL,bearing_ball,BPCL-000255,BRG DGB 6303 BORE 17MM  DOUBLE SHIELDED  C-4  STEEL CAGE,EA,1.0,413.79,,,80.0,2025-09-18,BE00291
BPCL,bearing_ball,BPCL-000256,BRG DGB 6004 BORE 20MM  OPEN  C4  MACHINED BRASS,EA,10.0,557.17,,,0.0,,BE00292
BPCL,bearing_ball,BPCL-000257,BRG DGB 6205 BORE 25MM  UNSEALED  C3  PRESSED STEEL,DOZ,5.0,7136.13,,,3.33,2025-11-12,BE00293
BPCL,bearing_ball,BPCL-000258,BRG DGB 6201 BORE 12MM  DOUBLE SHIELDED  C4  PRESSED STEEL,DOZ,25.0,4303.66,,,100.0,2022-04-18,BE00294
BPCL,bearing_ball,BPCL-000259,BRG DGB 6309 BORE 45MM  METAL SHIELDED  CN,BOX-50,5.0,32211.52,,,0.0,,BE00301
BPCL,bearing_ball,BPCL-000260,BRG DGB 6204 BORE 20MM  METAL SHIELDED  NORMAL CLEARANCE,EA,5.0,688.86,BRG,BB20-62-ZZ-CN,80.0,2025-09-26,BE00302
BPCL,bearing_ball,BPCL-000261,BRG DGB 6012 BORE 60MM  DOUBLE SHIELDED  C-4,EA,10.0,825.45,TSK,BB60-60-ZZ-C4,0.0,,BE00306
BPCL,bearing_ball,BPCL-000262,BRG DGB 6209 BORE 45MM  UNSEALED,EA,10.0,994.05,AXL,BB45-62-OPEN-CN,150.0,2025-09-14,BE00307
BPCL,bearing_ball,BPCL-000263,BRG DGB 6304 BORE 20MM  2RS  NORMAL CLEARANCE  PA66,EA,10.0,464.9,,,80.0,2025-09-19,BE00309
BPCL,bearing_ball,BPCL-000264,BRG DGB 6010 BORE 50MM  UNSEALED  C4,EA,1.0,1462.22,RVN,BB50-60-OPEN-C4,1200.0,2021-05-10,BE00311
BPCL,bearing_ball,BPCL-000265,BRG DGB 6302 BORE 15MM  DOUBLE SHIELDED  C-3  MACHINED BRASS,BOX-50,1.0,35783.26,RVN,BB15-63-ZZ-C3,3.0,2025-11-01,BE00313
BPCL,bearing_ball,BPCL-000266,BRG DGB 6003 BORE 17MM  ZZ SHIELDED  C4,EA,1.0,314.69,,,40.0,2026-01-05,BE00314
BPCL,bearing_ball,BPCL-000267,BRG DGB 6208 BORE 40MM  UNSEALED  C4  BRASS CAGE,BOX-50,1.0,33992.02,,,6.0,2026-01-14,BE00316
BPCL,bearing_ball,BPCL-000268,BRG DGB 6307 BORE 35MM  METAL SHIELDED  NORMAL CLEARANCE  POLYAMIDE,DOZ,25.0,6051.87,,,0.0,,BE00317
BPCL,bearing_ball,BPCL-000269,BRG DGB 6307 BORE 35MM  ZZ,EA,25.0,522.41,BRG,BB35-63-ZZ-CN,1200.0,2022-02-15,BE00317
BPCL,bearing_ball,BPCL-000270,BRG DGB 6306 BORE 30MM  2RS1  CN  PRESSED STEEL,EA,1.0,702.81,TSK,BB30-63-2RS-CN,0.0,,BE00319
BPCL,bearing_ball,BPCL-000271,BRG DGB 6212 BORE 60MM  RUBBER SEALED  NYLON,BOX-50,1.0,63273.93,,,0.0,,BE00320
BPCL,bearing_ball,BPCL-000272,BRG DGB 6302 BORE 15MM  RUBBER SEALED  C-3  NYLON,BOX-50,25.0,17559.21,,,0.0,,BE00321
BPCL,bearing_ball,BPCL-000273,BRG DGB 6002 BORE 15MM  OPEN  CN  PRESSED STEEL,BOX-50,1.0,21407.0,BRG,BB15-60-OPEN-CN,12.0,2025-11-22,BE00322
BPCL,bearing_ball,BPCL-000274,BRG DGB 6002 BORE 15MM  OPEN  NORMAL CLEARANCE,EA,1.0,307.9,BRG,BB15-60-OPEN-CN,150.0,2025-12-30,BE00322
BPCL,bearing_ball,BPCL-000275,BRG DGB 6009 BORE 45MM  METAL SHIELDED,EA,1.0,942.36,RVN,BB45-60-ZZ-C3,0.0,,BE00323
BPCL,bearing_ball,BPCL-000276,BRG DGB 6009 BORE 45MM  ZZ SHIELDED  C-3  STEEL CAGE,EA,25.0,692.81,RVN,BB45-60-ZZ-C3,0.0,,BE00323
BPCL,gasket_spiral_wound,BPCL-000277,GSKT SW 20NB CL1500  SS 316  MICA-V  ANSI B16.20,EA,5.0,300.21,,,0.0,,GA00000
BPCL,gasket_spiral_wound,BPCL-000278,GSKT SW 20NB CL1500  SS 316  MICA GRAPHITE  NO OUTER RING  B16.20,EA,1.0,320.13,KLG,SW20-1500-SS316-MICA-NONE-ASMEB1620,0.0,,GA00000
BPCL,gasket_spiral_wound,BPCL-000279,GSKT SW 200NB CL150  MONEL  VERMICULITE  WITHOUT OUTER RING  API 601,EA,25.0,1867.89,FLX,SW200-150-MONEL-CERAMIC-NONE-API601,40.0,2025-08-13,GA00001
BPCL,gasket_spiral_wound,BPCL-000280,GSKT SW 300NB CL150  316 SS  VERMICULITE  SS 304 CENTRING RING  B16.20,EA,25.0,1890.72,FLX,SW300-150-SS316-CERAMIC-SS304-ASMEB1620,300.0,2026-01-29,GA00005
BPCL,gasket_spiral_wound,BPCL-000281,GSKT SW 300NB CL1500  316 SS  CERAMIC  WITHOUT OUTER RING  B16.20,DOZ,25.0,24296.47,,,0.0,,GA00007
BPCL,gasket_spiral_wound,BPCL-000282,GSKT SW 300NB CL1500  AISI 316  CERAMIC  NO OUTER RING,EA,5.0,2316.43,KLG,SW300-1500-SS316-CERAMIC-NONE-ASMEB1620,0.0,,GA00007
BPCL,gasket_spiral_wound,BPCL-000283,GSKT SW 100NB CL300  MNL-400  TEFLON  CS,EA,5.0,1854.83,FLX,SW100-300-MONEL-PTFE-CS-ASMEB1620,0.0,,GA00008
BPCL,gasket_spiral_wound,BPCL-000284,GSKT SW 50NB CL300  MONEL 400  MICA  CARBON STEEL RING  ANSI B16.20,BOX-50,25.0,66754.36,GRS,SW50-300-MONEL-MICA-CS-ASMEB1620,40.0,2023-08-29,GA00010
BPCL,gasket_spiral_wound,BPCL-000285,GSKT SW 15NB CL1500  MONEL 400  EXPANDED GRAPHITE  WITHOUT OUTER RING  ANSI B16.20,BOX-50,10.0,81244.79,,,8.0,2023-05-03,GA00014
BPCL,gasket_spiral_wound,BPCL-000286,GSKT SW 15NB CL1500  MONEL 400  GRAF  NO OUTER RING  ASME B16.20,DOZ,25.0,13968.83,,,3.33,2025-12-10,GA00014
BPCL,gasket_spiral_wound,BPCL-000287,GSKT SW 20NB CL1500  UNS S30400  WITHOUT OUTER RING  ANSI B16.20,DOZ,1.0,5052.56,GRS,SW20-1500-SS304-MICA-NONE-ASMEB1620,25.0,2025-12-11,GA00016
BPCL,gasket_spiral_wound,BPCL-000288,GSKT SW 80NB CL300  ALLOY 400  MICA  NO OUTER RING,DOZ,1.0,19750.41,,,33.33,2022-12-03,GA00017
BPCL,gasket_spiral_wound,BPCL-000289,GSKT SW 15NB CL150  AISI 304  GRAPHITE  SS304 RING  API601,EA,1.0,232.7,SLM,SW15-150-SS304-GRAPHITE-SS304-API601,600.0,2026-03-20,GA00018
BPCL,gasket_spiral_wound,BPCL-000290,GSKT SW 250NB CL1500  316 SS  CERAMIC  API601,BOX-50,25.0,76166.62,,,0.8,2025-09-01,GA00021
BPCL,gasket_spiral_wound,BPCL-000291,GSKT SW 40NB CL900  ALLOY 400  PTFE  CARBON STEEL  B16.20,DOZ,1.0,22629.66,FLX,SW40-900-MONEL-PTFE-CS-ASMEB1620,12.5,2025-12-23,GA00023
BPCL,gasket_spiral_wound,BPCL-000292,GSKT SW 15NB CL300  UNS S31600  VERMICULITE  NO OUTER RING  API 601,EA,1.0,259.17,GRS,SW15-300-SS316-CERAMIC-NONE-API601,0.0,,GA00026
BPCL,gasket_spiral_wound,BPCL-000293,GSKT SW 300NB CL300  MONEL  TEFLON  CARBON STEEL RING  API601,EA,1.0,3087.39,,,300.0,2025-11-28,GA00029
BPCL,gasket_spiral_wound,BPCL-000294,GSKT SW 150NB CL600  SS304  PTFE  SS 304 CENTRING RING  ASME B16.20,EA,1.0,1362.47,,,0.0,,GA00034
BPCL,gasket_spiral_wound,BPCL-000295,GSKT SW 25NB CL900  SS 316  GRAPHITE  CARBON STEEL RING  API-601A,BOX-50,10.0,14205.8,,,0.0,,GA00035
BPCL,gasket_spiral_wound,BPCL-000296,GSKT SW 100NB CL600  MONEL 400  MICA GRAPHITE  SS 304 CENTRING RING  API601,DOZ,1.0,25775.54,KLG,SW100-600-MONEL-MICA-SS304-API601,291.67,2023-06-09,GA00036
BPCL,gasket_spiral_wound,BPCL-000297,GSKT SW 150NB CL1500  MONEL 400  CERM  CARBON STEEL RING  ASME B16.20,EA,1.0,2064.89,KLG,SW150-1500-MONEL-CERAMIC-CS-ASMEB1620,0.0,,GA00038
BPCL,gasket_spiral_wound,BPCL-000298,GSKT SW 200NB CL300  AISI 316  GRAPHITE  WITHOUT OUTER RING  API 601,BOX-50,10.0,99653.82,FLX,SW200-300-SS316-GRAPHITE-NONE-API601,40.0,2021-08-12,GA00039
BPCL,gasket_spiral_wound,BPCL-000299,GSKT SW 50NB CL600  MNL-400  P.T.F.E.  API 601,BOX-50,1.0,67056.85,,,0.0,,GA00043
